record_id,title,service,ticket_type,indicator
SYN-04865,service needed: check air conditioner in reception before noon.,Facilities,Service Request,IND-01
SYN-04867,"check air conditioner at reception, today.",Facilities,Service Request,IND-01
SYN-04869,"please provide support to replace the office chair at north wing, as soon as possible.",Equipment,Support Request,IND-10
SYN-04870,request to schedule package - level two - as soon as possible.,Logistics,Service Request,IND-03
SYN-04871,Help needed to schedule delivery cart in reception as soon as possible.,Logistics,Support Request,IND-10
SYN-04872,Service needed: deliver package in main office today.,Logistics,Service Request,IND-03
SYN-04873,Complaint: recurring issue with office chair at level two.,Equipment,Complaint,IND-09
SYN-04874,Request to configure application - reception - today.,IT Support,Service Request,IND-02
SYN-04875,Complaint: recurring issue with printer at level two,IT Support,Complaint,IND-09
SYN-04876,request to monitor lost item - reception - as soon as possible.,Security,Service Request,IND-06
SYN-04877,"Update network at north wing, this afternoon.",IT Support,Service Request,IND-02
SYN-04878,"Replace menu at storage area, when available",Food Services,Service Request,IND-04
SYN-04879,Complaint: recurring issue with access badge at reception,Security,Complaint,IND-09
SYN-04880,Help needed to repair power unit in main office as soon as possible,Equipment,Support Request,IND-10
SYN-04881,Service needed: review special meal in north wing as soon as possible.,Food Services,Service Request,IND-04
SYN-04882,Help needed to diagnose printer in level two this afternoon.,IT Support,Support Request,IND-10
SYN-04883,"please review the menu at level two, before noon",Food Services,Service Request,IND-04
SYN-04884,"Collect supply order at north wing, when available.",Logistics,Service Request,IND-03
SYN-04885,"Inspect air conditioner at storage area, today.",Facilities,Complaint,IND-09
SYN-04886,Service needed: restore lighting in north wing as soon as possible.,Facilities,Service Request,IND-01
SYN-04887,Service needed: register appointment in level two as soon as possible.,Customer Support,Service Request,IND-08
SYN-04889,Help needed to clean window in reception this afternoon.,Cleaning,Support Request,IND-10
SYN-04890,"Please provide support to transfer the supply order at reception, as soon as possible",Cleaning,Support Request,IND-10
SYN-04891,Service needed: inspect door in north wing this afternoon.,Facilities,Service Request,IND-01
SYN-04893,"Inspect water leak at north wing, today",Facilities,Service Request,IND-01
SYN-04895,Request to sanitize window - storage area - as soon as possible.,Cleaning,Service Request,IND-05
SYN-04896,Request to repair lighting - north wing - as soon as possible.,Facilities,Service Request,IND-01
SYN-04897,"The office chair issue at reception happened again, please review.",Equipment,Complaint,IND-09
SYN-04898,Help needed to locate delivery cart in north wing as soon as possible.,Logistics,Support Request,IND-10
SYN-04899,Service needed: review information request in reception today.,IT Support,Service Request,IND-02
SYN-04900,Service needed: connect network in north wing today,IT Support,Service Request,IND-02
SYN-04901,"Diagnose network at storage area, this afternoon.",IT Support,Service Request,IND-02
SYN-04902,Request to prepare beverage station - reception - before noon.,Food Services,Service Request,IND-04
SYN-04903,Service needed: monitor camera in north wing before noon,Security,Service Request,IND-06
SYN-04904,help needed to calibrate power unit in level two when available.,Equipment,Support Request,IND-10
SYN-04906,Service needed: prepare menu in level two as soon as possible.,Food Services,Service Request,IND-04
SYN-04907,Complaint: recurring issue with user account at main office.,Food Services,Complaint,IND-09
SYN-04908,"Please provide support to inspect the air conditioner at main office, before noon.",Facilities,Support Request,IND-10
SYN-04911,"Please review the menu at north wing, before noon.",Food Services,Service Request,IND-04
SYN-04912,Complaint: recurring issue with access badge at main office.,Security,Complaint,IND-09
SYN-04913,"review access badge at level two, before noon.",Security,Service Request,IND-06
SYN-04915,"Please review the food tray at north wing, this afternoon",Food Services,Service Request,IND-04
SYN-04916,"Please adjust the air conditioner at main office, today.",Facilities,Service Request,IND-01
SYN-04917,"Remove spill at north wing, when available.",Cleaning,Service Request,IND-05
SYN-04919,"please provide support to authorize the access badge at main office, today.",Security,Support Request,IND-10
SYN-04920,Help needed to locate supply order in north wing before noon.,Logistics,Support Request,IND-10
SYN-04921,"the complaint issue at main office happened again, pls review.",Customer Support,Complaint,IND-09
SYN-04922,"Please connect the application at north wing, this afternoon.",IT Support,Service Request,IND-02
SYN-04923,Help needed to reset printer in reception as soon as possible.,IT Support,Support Request,IND-01
SYN-04925,Request to diagnose printer - main office - this afternoon,IT Support,Service Request,IND-02
SYN-04926,"Configure application at north wing, this afternoon.",IT Support,Complaint,IND-09
SYN-04927,"please register the information request at reception, today.",Customer Support,Service Request,IND-08
SYN-04928,Service needed: collect package in main office when available.,Logistics,Service Request,IND-03
SYN-04929,"Please provide support to authorize the access badge at north wing, this afternoon.",Security,Support Request,IND-10
SYN-04930,"Replace menu at storage area, when available.",Food Services,Service Request,IND-04
SYN-04931,"Reset printer at level two, today.",Cleaning,Service Request,IND-05
SYN-04932,"Please review the parking gate at reception, when available.",Security,Service Request,IND-06
SYN-04933,help needed to sanitize waste bin in storage area before noon.,Cleaning,Support Request,IND-10
SYN-04934,"Please restore the door at main office, before noon.",Facilities,Service Request,IND-01
SYN-04936,"deliver meal order at north wing, today.",Food Services,Service Request,IND-04
SYN-04937,Request to clean hallway - main office - as soon as possible.,Cleaning,Service Request,IND-05
SYN-04938,help needed to deliver document box in main office this afternoon.,Logistics,Support Request,IND-10
SYN-04939,"Please provide support to sanitize the hallway at storage area, when available.",Cleaning,Support Request,IND-08
SYN-04940,"Please schedule the document box at level two, before noon.",Logistics,Service Request,IND-03
SYN-04941,Request to adjust door - main office - before noon.,Facilities,Service Request,IND-01
SYN-04942,"repair water leak at level two, when available",Facilities,Service Request,IND-01
SYN-04943,request to update laptop - main office - this afternoon.,IT Support,Service Request,IND-02
SYN-04944,"Please check the air conditioner at reception, today",Facilities,Service Request,IND-01
SYN-04945,"Please review the special meal at reception, as soon as possible.",Food Services,Service Request,IND-04
SYN-04946,Service needed: authorize access badge in north wing as soon as possible,Security,Service Request,IND-06
SYN-04948,Request to configure laptop - reception - when available.,IT Support,Service Request,IND-02
SYN-04949,Service needed: collect document box in reception as soon as possible.,Logistics,Service Request,IND-03
SYN-04950,Service needed: deliver menu in main office this afternoon.,Food Services,Service Request,IND-04
SYN-04951,Request to monitor parking gate - reception - today.,Security,Service Request,IND-06
SYN-04952,Request to inspect air conditioner - main office - as soon as possible.,Facilities,Service Request,IND-01
SYN-04953,Help needed to wash meeting room in level two as soon as possible.,Cleaning,Support Request,IND-10
SYN-04954,Request to replace food tray - level two - before noon.,Food Services,Service Request,IND-01
SYN-04956,Help needed to restore door in storage area as soon as possible.,Facilities,Support Request,IND-10
SYN-04957,Service needed: wash hallway in reception this afternoon.,Cleaning,Service Request,IND-05
SYN-04958,"The window issue at level two happened again, pls review.",Security,Complaint,IND-09
SYN-04959,help needed to sanitize waste bin in storage area before noon,Cleaning,Support Request,IND-10
SYN-04960,"please clarify the service status at north wing, as soon as possible.",Customer Support,Service Request,IND-05
SYN-04961,"Please check the door at storage area, this afternoon.",Facilities,Service Request,IND-01
SYN-04963,"Please provide support to restore the water leak at storage area, as soon as possible.",Facilities,Support Request,IND-10
SYN-04964,service needed: deliver delivery cart in main office when available.,Logistics,Service Request,IND-03
SYN-04965,"Please prepare the food tray at main office, today.",Logistics,Service Request,IND-03
